conference,team,tm_link,year
Big Sky,Portland State,portland-state,2010.0
NEC,Quinnipiac,quinnipiac,2010.0
MAC (West),Central Michigan,central-michigan,2010.0
AEC,Stony Brook,stony-brook,2010.0
MAAC,Rider,rider,2010.0
NEC,Robert Morris,robert-morris,2010.0
CAA,Georgia State,georgia-state,2010.0
OVC,Austin Peay,austin-peay,2010.0
Southland (East),Southeastern Louisiana,southeastern-louisiana,2010.0
Sun Belt (West),Arkansas State,arkansas-state,2010.0
CAA,North Carolina-Wilmington,north-carolina-wilmington,2010.0
NEC,Mount St. Mary's,mount-st-marys,2010.0
Sun Belt (East),Florida Atlantic,florida-atlantic,2010.0
MWC,Wyoming,wyoming,2010.0
MVC,Evansville,evansville,2010.0
MAAC,Manhattan,manhattan,2010.0
MAC (East),Bowling Green State,bowling-green-state,2010.0
Sun Belt (West),Louisiana-Lafayette,louisiana-lafayette,2010.0
MAC (West),Ball State,ball-state,2010.0
Horizon,Loyola (IL),loyola-il,2010.0
MWC,Air Force,air-force,2010.0
WAC,Hawaii,hawaii,2010.0
CAA,James Madison,james-madison,2010.0
OVC,Eastern Illinois,eastern-illinois,2010.0
A-Sun,Mercer,mercer,2010.0
MAAC,Canisius,canisius,2010.0
MAAC,Loyola (MD),loyola-md,2010.0
CUSA,Rice,rice,2010.0
Big West,Cal State Northridge,cal-state-northridge,2010.0
WCC,Santa Clara,santa-clara,2010.0
CUSA,East Carolina,east-carolina,2010.0
Summit,South Dakota State,south-dakota-state,2010.0
Big West,California-Davis,california-davis,2010.0
Horizon,Youngstown State,youngstown-state,2010.0
Big South,Radford,radford,2010.0
AEC,Maine,maine,2010.0
MEAC,Hampton,hampton,2010.0
Big West,California-Riverside,california-riverside,2010.0
Southern (South),Furman,furman,2010.0
Southern (North),Samford,samford,2010.0
Southland (West),Texas State,texas-state,2010.0
Big West,California-Irvine,california-irvine,2010.0
Big Sky,Northern Arizona,northern-arizona,2010.0
Horizon,Illinois-Chicago,illinois-chicago,2010.0
MAC (West),Northern Illinois,northern-illinois,2010.0
Sun Belt (East),South Alabama,south-alabama,2010.0
CAA,Delaware,delaware,2010.0
Patriot,Bucknell,bucknell,2010.0
Patriot,Lafayette,lafayette,2010.0
Big West,Cal Poly,cal-poly,2010.0
Patriot,Holy Cross,holy-cross,2010.0
Southland (West),Texas-Arlington,texas-arlington,2010.0
OVC,Jacksonville State,jacksonville-state,2010.0
Southern (North),North Carolina-Greensboro,north-carolina-greensboro,2010.0
SWAC,Arkansas-Pine Bluff,arkansas-pine-bluff,2010.0
WCC,Pepperdine,pepperdine,2010.0
CAA,Towson,towson,2010.0
Summit,North Dakota State,north-dakota-state,2010.0
Southern (North),Chattanooga,chattanooga,2010.0
Big South,Winthrop,winthrop,2010.0
MEAC,Delaware State,delaware-state,2010.0
Patriot,Army,army,2010.0
MEAC,South Carolina State,south-carolina-state,2010.0
Summit,IPFW,ipfw,2010.0
A-Sun,North Florida,north-florida,2010.0
AEC,New Hampshire,new-hampshire,2010.0
OVC,Tennessee State,tennessee-state,2010.0
OVC,Tennessee Tech,tennessee-tech,2010.0
Ivy,Yale,yale,2010.0
Sun Belt (West),Arkansas-Little Rock,arkansas-little-rock,2010.0
A-Sun,Kennesaw State,kennesaw-state,2010.0
Big Sky,Idaho State,idaho-state,2010.0
Southern (North),Elon,elon,2010.0
AEC,Binghamton,binghamton,2010.0
Ivy,Brown,brown,2010.0
Sun Belt (West),Louisiana-Monroe,louisiana-monroe,2010.0
Southland (East),Nicholls State,nicholls-state,2010.0
Southland (West),Lamar,lamar,2010.0
SWAC,Texas Southern,texas-southern,2010.0
NEC,Monmouth,monmouth,2010.0
Patriot,Colgate,colgate,2010.0
NEC,Sacred Heart,sacred-heart,2010.0
Patriot,American,american,2010.0
NEC,Long Island University,long-island-university,2010.0
Ivy,Columbia,columbia,2010.0
Southland (East),McNeese State,mcneese-state,2010.0
Summit,Western Illinois,western-illinois,2010.0
MEAC,Norfolk State,norfolk-state,2010.0
Big Sky,Eastern Washington,eastern-washington,2010.0
AEC,Albany (NY),albany-ny,2010.0
Patriot,Navy,navy,2010.0
MEAC,North Carolina A&T,north-carolina-at,2010.0
Big Sky,Sacramento State,sacramento-state,2010.0
Southern (South),Georgia Southern,georgia-southern,2010.0
Sun Belt (East),Florida International,florida-international,2010.0
Ind,Savannah State,savannah-state,2010.0
MEAC,Bethune-Cookman,bethune-cookman,2010.0
A-10,Fordham,fordham,2010.0
SWAC,Jackson State,jackson-state,2010.0
Big South,Liberty,liberty,2010.0
Big South,Charleston Southern,charleston-southern,2010.0
Ivy,Pennsylvania,pennsylvania,2010.0
Sun Belt (West),New Orleans,new-orleans,2010.0
AEC,Hartford,hartford,2010.0
NEC,St. Francis (NY),st-francis-ny,2010.0
Summit,Missouri-Kansas City,missouri-kansas-city,2010.0
Big South,North Carolina-Asheville,north-carolina-asheville,2010.0
MAC (West),Toledo,toledo,2010.0
SWAC,Alabama State,alabama-state,2010.0
OVC,Southeast Missouri State,southeast-missouri-state,2010.0
Big South,High Point,high-point,2010.0
NEC,Central Connecticut State,central-connecticut-state,2010.0
Ind,Longwood,longwood,2010.0
MEAC,Coppin State,coppin-state,2010.0
Southland (East),Northwestern State,northwestern-state,2010.0
NEC,Fairleigh Dickinson,fairleigh-dickinson,2010.0
SWAC,Prairie View,prairie-view,2010.0
NEC,Saint Francis (PA),saint-francis-pa,2010.0
MEAC,Maryland-Eastern Shore,maryland-eastern-shore,2010.0
GWC,Utah Valley,utah-valley,2010.0
AEC,Maryland-Baltimore County,maryland-baltimore-county,2010.0
Summit,Centenary (LA),centenary-la,2010.0
MAAC,Marist,marist,2010.0
GWC,Texas-Pan American,texas-pan-american,2010.0
Summit,Southern Utah,southern-utah,2010.0
OVC,Tennessee-Martin,tennessee-martin,2010.0
A-Sun,Stetson,stetson,2010.0
NEC,Wagner,wagner,2010.0
Ivy,Dartmouth,dartmouth,2010.0
MEAC,Florida A&M,florida-am,2010.0
MEAC,Howard,howard,2010.0
GWC,NJIT,njit,2010.0
SWAC,Mississippi Valley State,mississippi-valley-state,2010.0
Big South,Virginia Military Institute,virginia-military-institute,2010.0
SWAC,Alabama A&M,alabama-am,2010.0
Big South,Gardner-Webb,gardner-webb,2010.0
GWC,Chicago State,chicago-state,2010.0
SWAC,Grambling,grambling,2010.0
SWAC,Southern,southern,2010.0
SWAC,Alcorn State,alcorn-state,2010.0
Big Ten,Ohio State,ohio-state,2011.0
ACC,Duke,duke,2011.0
Big 12,Kansas,kansas,2011.0
Big East,Pittsburgh,pittsburgh,2011.0
Big 12,Texas,texas,2011.0
SEC (East),Kentucky,kentucky,2011.0
Pac-10,Washington,washington,2011.0
Big Ten,Purdue,purdue,2011.0
ACC,North Carolina,north-carolina,2011.0
Big East,Syracuse,syracuse,2011.0
Big Ten,Wisconsin,wisconsin,2011.0
MWC,Brigham Young,brigham-young,2011.0
Big East,Louisville,louisville,2011.0
Big East,Notre Dame,notre-dame,2011.0
MWC,San Diego State,san-diego-state,2011.0
Big East,Connecticut,connecticut,2011.0
Big Ten,Illinois,illinois,2011.0
Pac-10,Arizona,arizona,2011.0
SEC (East),Florida,florida,2011.0
Big East,West Virginia,west-virginia,2011.0
Big East,Cincinnati,cincinnati,2011.0
SEC (East),Vanderbilt,vanderbilt,2011.0
Big East,Villanova,villanova,2011.0
ACC,Maryland,maryland,2011.0
Big East,Marquette,marquette,2011.0
Big 12,Missouri,missouri,2011.0
MWC,Nevada-Las Vegas,nevada-las-vegas,2011.0
Big East,Georgetown,georgetown,2011.0
Big 12,Kansas State,kansas-state,2011.0
Big Ten,Michigan,michigan,2011.0
WCC,Gonzaga,gonzaga,2011.0
ACC,Virginia Tech,virginia-tech,2011.0
ACC,Clemson,clemson,2011.0
Big Ten,Michigan State,michigan-state,2011.0
ACC,Florida State,florida-state,2011.0
WAC,Utah State,utah-state,2011.0
Big East,St. John's (NY),st-johns-ny,2011.0
A-Sun,Belmont,belmont,2011.0
WCC,Saint Mary's (CA),saint-marys-ca,2011.0
Big 12,Texas A&M,texas-am,2011.0
MVC,Wichita State,wichita-state,2011.0
A-10,Temple,temple,2011.0
Pac-10,Washington State,washington-state,2011.0
Big Ten,Penn State,penn-state,2011.0
A-10,Xavier,xavier,2011.0
Big Ten,Minnesota,minnesota,2011.0
MWC,New Mexico,new-mexico,2011.0
SEC (West),Alabama,alabama,2011.0
Pac-10,UCLA,ucla,2011.0
CAA,George Mason,george-mason,2011.0
Big Ten,Northwestern,northwestern,2011.0
Horizon,Butler,butler,2011.0
Pac-10,Southern California,southern-california,2011.0
Big 12,Colorado,colorado,2011.0
A-10,Richmond,richmond,2011.0
SEC (East),Tennessee,tennessee,2011.0
Big East,Seton Hall,seton-hall,2011.0
Big 12,Nebraska,nebraska,2011.0
ACC,Miami (FL),miami-fl,2011.0
SEC (East),Georgia,georgia,2011.0
A-10,Duquesne,duquesne,2011.0
Big 12,Baylor,baylor,2011.0
ACC,Boston College,boston-college,2011.0
Pac-10,California,california,2011.0
Big Ten,Indiana,indiana,2011.0
CAA,Old Dominion,old-dominion,2011.0
Big 12,Iowa State,iowa-state,2011.0
CUSA,Texas-El Paso,texas-el-paso,2011.0
SEC (West),Mississippi,mississippi,2011.0
CAA,Virginia Commonwealth,virginia-commonwealth,2011.0
CUSA,Alabama-Birmingham,alabama-birmingham,2011.0
Big 12,Oklahoma State,oklahoma-state,2011.0
CUSA,Southern Mississippi,southern-mississippi,2011.0
Summit,Oakland,oakland,2011.0
MVC,Missouri State,missouri-state,2011.0
Big Ten,Iowa,iowa,2011.0
Big East,Rutgers,rutgers,2011.0
Horizon,Cleveland State,cleveland-state,2011.0
MWC,Colorado State,colorado-state,2011.0
ACC,North Carolina State,north-carolina-state,2011.0
MAAC,Iona,iona,2011.0
Pac-10,Oregon,oregon,2011.0
CUSA,Memphis,memphis,2011.0
Big East,Providence,providence,2011.0
ACC,Georgia Tech,georgia-tech,2011.0
Pac-10,Stanford,stanford,2011.0
CUSA,Marshall,marshall,2011.0
SEC (West),Arkansas,arkansas,2011.0
CUSA,Central Florida,central-florida,2011.0
Southern (South),College of Charleston,college-of-charleston,2011.0
CUSA,Tulsa,tulsa,2011.0
ACC,Virginia,virginia,2011.0
WAC,Boise State,boise-state,2011.0
Ivy,Harvard,harvard,2011.0
MVC,Creighton,creighton,2011.0
A-10,Dayton,dayton,2011.0
WCC,Portland,portland,2011.0
MVC,Northern Iowa,northern-iowa,2011.0
Southern (South),Wofford,wofford,2011.0
Pac-10,Arizona State,arizona-state,2011.0
Big East,South Florida,south-florida,2011.0
Horizon,Valparaiso,valparaiso,2011.0
SEC (East),South Carolina,south-carolina,2011.0
CAA,Drexel,drexel,2011.0
Big 12,Texas Tech,texas-tech,2011.0
Big West,Long Beach State,long-beach-state,2011.0
Big 12,Oklahoma,oklahoma,2011.0
Ivy,Princeton,princeton,2011.0
MAC (East),Kent State,kent-state,2011.0
MVC,Indiana State,indiana-state,2011.0
SEC (West),Mississippi State,mississippi-state,2011.0
A-10,Rhode Island,rhode-island,2011.0
Horizon,Wright State,wright-state,2011.0
Summit,South Dakota State,south-dakota-state,2011.0
WCC,Santa Clara,santa-clara,2011.0
MAAC,Fairfield,fairfield,2011.0
CAA,James Madison,james-madison,2011.0
MAC (East),Buffalo,buffalo,2011.0
A-10,Saint Louis,saint-louis,2011.0
OVC,Morehead State,morehead-state,2011.0
MWC,Air Force,air-force,2011.0
MWC,Utah,utah,2011.0
Patriot,Bucknell,bucknell,2011.0
Big South,Coastal Carolina,coastal-carolina,2011.0
NEC,Long Island University,long-island-university,2011.0
Big Sky,Montana,montana,2011.0
MAC (East),Akron,akron,2011.0
WAC,New Mexico State,new-mexico-state,2011.0
A-Sun,East Tennessee State,east-tennessee-state,2011.0
Horizon,Detroit Mercy,detroit-mercy,2011.0
WCC,San Francisco,san-francisco,2011.0
Horizon,Loyola (IL),loyola-il,2011.0
CUSA,East Carolina,east-carolina,2011.0
CUSA,Rice,rice,2011.0
MAAC,Rider,rider,2011.0
Pac-10,Oregon State,oregon-state,2011.0
Horizon,Milwaukee,milwaukee,2011.0
Big Sky,Northern Colorado,northern-colorado,2011.0
A-10,St. Bonaventure,st-bonaventure,2011.0
Big West,California-Santa Barbara,california-santa-barbara,2011.0
CUSA,Southern Methodist,southern-methodist,2011.0
MWC,Texas Christian,texas-christian,2011.0
Summit,Oral Roberts,oral-roberts,2011.0
Big West,Pacific,pacific,2011.0
Big Sky,Northern Arizona,northern-arizona,2011.0
MAC (East),Ohio,ohio,2011.0
WAC,Hawaii,hawaii,2011.0
OVC,Murray State,murray-state,2011.0
Summit,IUPUI,iupui,2011.0
WAC,Nevada,nevada,2011.0
WAC,Idaho,idaho,2011.0
AEC,Vermont,vermont,2011.0
CAA,Hofstra,hofstra,2011.0
A-10,La Salle,la-salle,2011.0
A-10,George Washington,george-washington,2011.0
OVC,Austin Peay,austin-peay,2011.0
Horizon,Green Bay,green-bay,2011.0
WAC,Fresno State,fresno-state,2011.0
MAAC,Saint Peter's,saint-peters,2011.0
CUSA,Tulane,tulane,2011.0
MVC,Evansville,evansville,2011.0
Southern (South),Furman,furman,2011.0
Southern (South),Davidson,davidson,2011.0
Big South,North Carolina-Asheville,north-carolina-asheville,2011.0
MAC (West),Ball State,ball-state,2011.0
MAC (West),Western Michigan,western-michigan,2011.0
A-10,Massachusetts,massachusetts,2011.0
NEC,Robert Morris,robert-morris,2011.0
A-Sun,Lipscomb,lipscomb,2011.0
Big East,DePaul,depaul,2011.0
A-Sun,Jacksonville,jacksonville,2011.0
Sun Belt (West),North Texas,north-texas,2011.0
MVC,Bradley,bradley,2011.0
Summit,North Dakota State,north-dakota-state,2011.0
WAC,San Jose State,san-jose-state,2011.0
MAC (East),Miami (OH),miami-oh,2011.0
Big Sky,Weber State,weber-state,2011.0
A-10,Saint Joseph's,saint-josephs,2011.0
Big West,Cal Poly,cal-poly,2011.0
NEC,Central Connecticut State,central-connecticut-state,2011.0
NEC,Quinnipiac,quinnipiac,2011.0
SEC (West),Louisiana State,louisiana-state,2011.0
Summit,IPFW,ipfw,2011.0
Southland (West),Sam Houston State,sam-houston-state,2011.0
Sun Belt (East),Florida Atlantic,florida-atlantic,2011.0
MVC,Southern Illinois,southern-illinois,2011.0
SEC (West),Auburn,auburn,2011.0
AEC,Boston University,boston-university,2011.0
A-10,Charlotte,charlotte,2011.0
MVC,Drake,drake,2011.0
CAA,Northeastern,northeastern,2011.0
CUSA,Houston,houston,2011.0
Sun Belt (East),Middle Tennessee,middle-tennessee,2011.0
WCC,Loyola Marymount,loyola-marymount,2011.0
Ivy,Yale,yale,2011.0
MAAC,Canisius,canisius,2011.0
Ivy,Pennsylvania,pennsylvania,2011.0
Patriot,American,american,2011.0
MWC,Wyoming,wyoming,2011.0
MAAC,Loyola (MD),loyola-md,2011.0
Southland (West),Stephen F. Austin,stephen-f-austin,2011.0
MVC,Illinois State,illinois-state,2011.0
Sun Belt (West),Arkansas State,arkansas-state,2011.0
CAA,North Carolina-Wilmington,north-carolina-wilmington,2011.0
Southern (North),Western Carolina,western-carolina,2011.0
Ivy,Cornell,cornell,2011.0
Big West,California-Irvine,california-irvine,2011.0
CAA,Delaware,delaware,2011.0
Sun Belt (East),Western Kentucky,western-kentucky,2011.0
MAAC,Siena,siena,2011.0
WCC,Pepperdine,pepperdine,2011.0
Sun Belt (West),Denver,denver,2011.0
Patriot,Lehigh,lehigh,2011.0
A-Sun,Mercer,mercer,2011.0
CAA,Georgia State,georgia-state,2011.0
Big South,Virginia Military Institute,virginia-military-institute,2011.0
Sun Belt (West),Arkansas-Little Rock,arkansas-little-rock,2011.0
CAA,William & Mary,william-mary,2011.0
ACC,Wake Forest,wake-forest,2011.0
Southland (East),McNeese State,mcneese-state,2011.0
Southern (North),Appalachian State,appalachian-state,2011.0
Big South,Charleston Southern,charleston-southern,2011.0
AEC,Maine,maine,2011.0
MEAC,Hampton,hampton,2011.0
Ivy,Columbia,columbia,2011.0
Big West,Cal State Northridge,cal-state-northridge,2011.0
Big South,Winthrop,winthrop,2011.0
Sun Belt (West),Louisiana-Lafayette,louisiana-lafayette,2011.0
NEC,St. Francis (NY),st-francis-ny,2011.0
Big South,Liberty,liberty,2011.0
OVC,Tennessee Tech,tennessee-tech,2011.0
Big West,California-Davis,california-davis,2011.0
Southland (East),Nicholls State,nicholls-state,2011.0
Southland (West),Texas-San Antonio,texas-san-antonio,2011.0
MAC (East),Bowling Green State,bowling-green-state,2011.0
WAC,Louisiana Tech,louisiana-tech,2011.0
A-Sun,North Florida,north-florida,2011.0
Horizon,Illinois-Chicago,illinois-chicago,2011.0
Patriot,Holy Cross,holy-cross,2011.0
Horizon,Youngstown State,youngstown-state,2011.0
Southern (North),Elon,elon,2011.0
NEC,Wagner,wagner,2011.0
A-Sun,Campbell,campbell,2011.0
Southland (East),Lamar,lamar,2011.0
AEC,Stony Brook,stony-brook,2011.0
Big Sky,Montana State,montana-state,2011.0
AEC,Albany (NY),albany-ny,2011.0
OVC,Tennessee State,tennessee-state,2011.0
Patriot,Lafayette,lafayette,2011.0
Ivy,Brown,brown,2011.0
OVC,Eastern Kentucky,eastern-kentucky,2011.0
Southland (West),Texas-Arlington,texas-arlington,2011.0
Southland (West),Texas State,texas-state,2011.0
Big West,Cal State Fullerton,cal-state-fullerton,2011.0
Big South,Presbyterian,presbyterian,2011.0
Big Sky,Portland State,portland-state,2011.0
GWC,Utah Valley,utah-valley,2011.0
Summit,Southern Utah,southern-utah,2011.0
MAC (West),Central Michigan,central-michigan,2011.0
MEAC,Morgan State,morgan-state,2011.0
MAC (West),Northern Illinois,northern-illinois,2011.0
CAA,Towson,towson,2011.0
Big West,California-Riverside,california-riverside,2011.0
Big Sky,Eastern Washington,eastern-washington,2011.0
WCC,San Diego,san-diego,2011.0
MEAC,Coppin State,coppin-state,2011.0
A-10,Fordham,fordham,2011.0
Southland (East),Northwestern State,northwestern-state,2011.0
Summit,Missouri-Kansas City,missouri-kansas-city,2011.0
Southland (East),Southeastern Louisiana,southeastern-louisiana,2011.0
Ind,Savannah State,savannah-state,2011.0
MAC (West),Eastern Michigan,eastern-michigan,2011.0
Big South,Gardner-Webb,gardner-webb,2011.0
NEC,Mount St. Mary's,mount-st-marys,2011.0
Ind,Seattle,seattle,2011.0
Sun Belt (East),Florida International,florida-international,2011.0
NEC,Sacred Heart,sacred-heart,2011.0
Southern (North),Chattanooga,chattanooga,2011.0
Sun Belt (East),Troy,troy,2011.0
NEC,Monmouth,monmouth,2011.0
GWC,South Dakota,south-dakota,2011.0
Sun Belt (East),South Alabama,south-alabama,2011.0
Southern (South),Citadel,citadel,2011.0
Southern (North),North Carolina-Greensboro,north-carolina-greensboro,2011.0
AEC,Hartford,hartford,2011.0
AEC,New Hampshire,new-hampshire,2011.0
SWAC,Texas Southern,texas-southern,2011.0
A-Sun,Florida Gulf Coast,florida-gulf-coast,2011.0
SWAC,Jackson State,jackson-state,2011.0
Patriot,Navy,navy,2011.0
Patriot,Army,army,2011.0
A-Sun,Stetson,stetson,2011.0
Big Sky,Idaho State,idaho-state,2011.0
MEAC,Bethune-Cookman,bethune-cookman,2011.0
OVC,Jacksonville State,jacksonville-state,2011.0
Southern (North),Samford,samford,2011.0
OVC,Eastern Illinois,eastern-illinois,2011.0
Ind,Cal State Bakersfield,cal-state-bakersfield,2011.0
NEC,Saint Francis (PA),saint-francis-pa,2011.0
MAAC,Manhattan,manhattan,2011.0
GWC,North Dakota,north-dakota,2011.0
MAAC,Niagara,niagara,2011.0
MEAC,North Carolina A&T,north-carolina-at,2011.0
MEAC,Delaware State,delaware-state,2011.0
MEAC,Norfolk State,norfolk-state,2011.0
OVC,Southeast Missouri State,southeast-missouri-state,2011.0
Southland (West),Texas A&M-Corpus Christi,texas-am-corpus-christi,2011.0
A-Sun,South Carolina Upstate,south-carolina-upstate,2011.0
OVC,Tennessee-Martin,tennessee-martin,2011.0
Big South,High Point,high-point,2011.0
NEC,Bryant,bryant,2011.0
Ind,North Carolina Central,north-carolina-central,2011.0
GWC,NJIT,njit,2011.0
NEC,Fairleigh Dickinson,fairleigh-dickinson,2011.0
SWAC,Alabama State,alabama-state,2011.0
MAAC,Marist,marist,2011.0
AEC,Binghamton,binghamton,2011.0
SWAC,Mississippi Valley State,mississippi-valley-state,2011.0
Big Sky,Sacramento State,sacramento-state,2011.0
A-Sun,Kennesaw State,kennesaw-state,2011.0
Sun Belt (West),Louisiana-Monroe,louisiana-monroe,2011.0
MAC (West),Toledo,toledo,2011.0
Ivy,Dartmouth,dartmouth,2011.0
Summit,Western Illinois,western-illinois,2011.0
SWAC,Alabama A&M,alabama-am,2011.0
Patriot,Colgate,colgate,2011.0
Southern (South),Georgia Southern,georgia-southern,2011.0
Ind,Longwood,longwood,2011.0
GWC,Texas-Pan American,texas-pan-american,2011.0
MEAC,South Carolina State,south-carolina-state,2011.0
Big South,Radford,radford,2011.0
MEAC,Florida A&M,florida-am,2011.0
GWC,Houston Baptist,houston-baptist,2011.0
SWAC,Grambling,grambling,2011.0
AEC,Maryland-Baltimore County,maryland-baltimore-county,2011.0
MEAC,Howard,howard,2011.0
Southland (East),Central Arkansas,central-arkansas,2011.0
MEAC,Maryland-Eastern Shore,maryland-eastern-shore,2011.0
SWAC,Prairie View,prairie-view,2011.0
SWAC,Arkansas-Pine Bluff,arkansas-pine-bluff,2011.0
Ind,Southern Illinois-Edwardsville,southern-illinois-edwardsville,2011.0
SWAC,Alcorn State,alcorn-state,2011.0
Summit,Centenary (LA),centenary-la,2011.0
SWAC,Southern,southern,2011.0
GWC,Chicago State,chicago-state,2011.0
SEC,Kentucky,kentucky,2012.0
Big Ten,Ohio State,ohio-state,2012.0
Big 12,Kansas,kansas,2012.0
ACC,North Carolina,north-carolina,2012.0
Big Ten,Michigan State,michigan-state,2012.0
Big East,Syracuse,syracuse,2012.0
Big 12,Missouri,missouri,2012.0
Big Ten,Wisconsin,wisconsin,2012.0
Big Ten,Indiana,indiana,2012.0
SEC,Florida,florida,2012.0
MVC,Wichita State,wichita-state,2012.0
ACC,Duke,duke,2012.0
Big East,Marquette,marquette,2012.0
CUSA,Memphis,memphis,2012.0
Big East,Georgetown,georgetown,2012.0
Big 12,Baylor,baylor,2012.0
